project_file,commit,commit_message,date,old,new,similarity,prompt_length_old,prompt_length_new,changes,changes_reason
pyspark-ai/pyspark-ai_pyspark_ai/prompt.py,09658239294150e83c4e779cabe4364f1e747bc7,"Add table comment to the prompt of DataFrame transform (#115)

For the `df.ai.transform` method, if the input dataframe is reading from
a single table, include the table comment into the prompt can help the
accuracy of generated SQL.
Before the changes, the following WikiSQL tests
```
{""phase"": 1, ""table_id"": ""1-1004033-1"", ""question"": ""When did the Metrostars have their first Rookie of the Year winner?"", ""sql"": {""sel"": 0, ""conds"": [[4, 0, ""MetroStars""]], ""agg"": 2}, ""result"": [2001.0], ""query"": ""SELECT MIN(col0) AS result FROM table_1_1004033_1 WHERE col4 = 'metrostars'""}
{""phase"": 1, ""table_id"": ""1-1004033-1"", ""question"": ""What college did the Rookie of the Year from the Columbus Crew attend?"", ""sql"": {""sel"": 7, ""conds"": [[4, 0, ""Columbus Crew""]], ""agg"": 0}, ""result"": [""virginia""], ""query"": ""SELECT col7 AS result FROM table_1_1004033_1 WHERE col4 = 'columbus crew'""}
{""phase"": 1, ""table_id"": ""1-1004033-1"", ""question"": ""How many teams had a #1 draft pick that won the Rookie of the Year Award?"", ""sql"": {""sel"": 4, ""conds"": [[5, 0, ""1""]], ""agg"": 3}, ""result"": [1], ""query"": ""SELECT COUNT(col4) AS result FROM table_1_1004033_1 WHERE col5 = '1'""}
```
will failed:
```
Question: When did the Metrostars have their first Rookie of the Year winner?
Expected query: SELECT `MIN(Season)` FROM `1-1004033-1` WHERE `Team` = 'metrostars'
Actual query: select season from spark_ai_temp_view_f554c8 where team = 'metrostars' and player like '%rookie of the year%' order by season asc limit 1
Expected result: [2001.0]
Actual result: []

Question: What college did the Rookie of the Year from the Columbus Crew attend?
Expected query: SELECT `(College)` FROM `1-1004033-1` WHERE `Team` = 'columbus crew'
Actual query: select college from spark_ai_temp_view_4372d6 where team = 'columbus crew' and `draft class` = 'rookie of the year'
Expected result: ['virginia']
Actual result: []

The question does not provide enough information to write a query. The table does not have a column indicating whether a player won the Rookie of the Year Award.
```

With the prompt, all tests passed.",2023-09-07,"
Question: Given a Spark temp view `{view_name}` with the following columns:
```
{columns}
```
{sample_rows}
Write a Spark SQL query to retrieve from view `{view_name}`: {desc}
{agent_scratchpad}","
Question: Given a Spark temp view `{view_name}` {comment}.
It contains the following columns:
```
{columns}
```
{sample_rows}
Write a Spark SQL query to retrieve from view `{view_name}`: {desc}
{agent_scratchpad}",0.9333333333333330,27.0,29.0,Add table comment to the prompt of DataFrame transform (#115),Specific
pyspark-ai/pyspark-ai_pyspark_ai/prompt.py,beb1952dd6f2258f665e92eab628989fd1a904b6,"Add similarity wikisql function, fix prompt for COUNT examples (#116)

This PR adds a similarity function that uses the spacy library to
calculate semantic similarity between string results. This is used in
evaluating accuracy of results when run on the wikisql dataset.

The PR also makes modifications to fix examples that use COUNT, such as
the following questions (no longer fail):
```
Question: what's the total number of south australia with victoria value of 2173
Question: what is the total number of ties played where total w–l is 38–24
Question: what is the total number of singles w–l where doubles w–l is 11–14
```

The PR also accounts for different orderings of result lists, such as
the following question (no longer fail):
```
Which wrestlers have had 2 reigns?
Expected result: ['roderick strong', 'davey richards', 'erick stevens']
Actual result: ['roderick strong', 'erick stevens', 'davey richards']
```",2023-09-12,"You are an assistant for writing professional Spark SQL queries. Given a question, you need to write a Spark SQL query to answer the question. The result is ALWAYS a Spark SQL query.","You are an assistant for writing professional Spark SQL queries. 
Given a question, you need to write a Spark SQL query to answer the question. The result is ALWAYS a Spark SQL query.
If the question contains 'total number', use the SQL function COUNT(column_name) on the relevant column(s).",0.7857142857142860,33.0,48.0,"fix prompt for COUNT examples
",Specific
pyspark-ai/pyspark-ai_pyspark_ai/prompt.py,4730cad6670f9684eb1e0e2558035662ff310ab1,"Avoid overfit in the prompt of SQL transformation (#122)

In the current SQL transform prompt, we shouldn't put ""If the question
contains 'total number', use the SQL function COUNT(column_name) on the
relevant column(s)."" to overfit the benchmark.",2023-09-20,"You are an assistant for writing professional Spark SQL queries. 
Given a question, you need to write a Spark SQL query to answer the question. The result is ALWAYS a Spark SQL query.
If the question contains 'total number', use the SQL function COUNT(column_name) on the relevant column(s).","You are an assistant for writing professional Spark SQL queries. 
Given a question, you need to write a Spark SQL query to answer the question. The result is ALWAYS a Spark SQL query.
",0.7857142857142860,48.0,33.0,"Avoid overfit in the prompt of SQL transformation
In the current SQL transform prompt, we shouldn't put ""If the question contains 'total number', use the SQL function COUNT(column_name) on the relevant column(s)."" to overfit the benchmark.
",Specific
pyspark-ai/pyspark-ai_pyspark_ai/prompt.py,91643f2d6ca6366352e6f022202f293af3823e88,"Improve prompt to help English SDK query correct column (#153)

Provide agent with clearer column <-> sample values association in the
prompt, so it can accurately choose the correct column(s) to query.

The format of sample values is provided as: `(column_name: type,
[sample_value_1, sample_value_2...])`...

This fixes examples like the following: 

Before PR: (incorrect)
```
Question: Which candidate won 88 votes in Queens in 1921?

Expected query: SELECT `(1921)` FROM `1-1108394-47` WHERE `Queens` = '88'
Actual query: select `party` from `spark_ai_temp_view_869551490` where `queens` = '88'
```

After PR: (correct)
```
Question: Which candidate won 88 votes in Queens in 1921?

Expected query: SELECT `(1921)` FROM `1-1108394-47` WHERE `Queens` = '88'
Actual query: select `(1921)` from `spark_ai_temp_view_869551490` where `queens` = '88'
```",2023-10-04,"
Question: Given a Spark temp view `{view_name}` {comment}.
The dataframe contains the column names and types in this format:
column_name: type.
It's very important to ONLY use the verbatim column names in your resulting SQL query.

Here are the column names and types for your dataframe:
```
{columns}
```

Here are some sample rows from your dataframe:
{sample_rows}

Write a Spark SQL query to retrieve the following from view `{view_name}`: {desc}
{agent_scratchpad}","Question: Given a Spark temp view `{view_name}` {comment}.
The dataframe contains the column names and types in this format:
column_name: type.
It's very important to ONLY use the verbatim column names in your resulting SQL query.

Here are the column names and types for your dataframe:
```
{columns}
```

Here are sample values from each column of the dataframe, to help you understand the columns.
The format will be (column_name: type, [sample_value_1, sample_value_2...])... 
Use these sample values to help you choose which columns to query.
{sample_vals}

Write a Spark SQL query to retrieve the following from view `{view_name}`: {desc}
{agent_scratchpad}",0.7783783783783780,72.0,100.0,"Provide agent with clearer column <-> sample values association in the prompt, so it can accurately choose the correct column(s) to query.
Improve prompt to help English SDK query correct column (#153)",Specific
pyspark-ai/pyspark-ai_pyspark_ai/prompt.py,61e34f07fccf8b824950e24c1bda057a231756be,"Implement Auto-Retry Mechanism for Python Code Generation (#159)

Introduce auto-retry framework for python code generation. The framework
can be used on:
* df.ai.plot
* df.ai.verify
* UDF generation.

![output](https://github.com/pyspark-ai/pyspark-ai/assets/1097932/1e2dc7ac-c90b-4827-9cab-6b6c88ef7dc1)


This PR starts with `df.ai.plot`. After changes, the plotting will be
like:
```
[CODE GEN 1]
INFO: Getting the following error: 
[UNRESOLVED_COLUMN.WITH_SUGGESTION] A column or function parameter with name `start_date` cannot be resolved. Did you mean one of the following? [`start_lat`, `start_lon`, `end_lat`, `end_lon`, `airline`, `airport1`, `airport2`, `cnt`].
INFO: Retrying with 3 retries left
INFO: I apologize for the confusion. It seems there was a misunderstanding in the requirements. If the DataFrame doesn't have a 'start_date' column, we can't filter for flights in February 2011. 
[CODE GEN 2]
...
```
Also, this PR:
1. improves the prompt of plotting
2. changes the return type of `df.ai.plot` from None to str, so that it
is easier for users to get the generated code, and easier to test
plotting.",2023-10-11,"
You are an Apache Spark SQL expert programmer.
It is forbidden to include old deprecated APIs in your code.
For example, you will not use the pandas method ""append"" because it is deprecated.

Given a pyspark DataFrame `df`, with the output columns:
{columns}

And an explanation of `df`: {explain}

Write Python code to visualize the result of `df` using plotly. Do any aggregation against `df` 
first, before converting the `df` to a pandas DataFrame. Make sure to use the exact column names 
of `df`.
Your code may NOT contain ""append"" anywhere. Instead of append, use pd.concat.
There is no need to install any package with pip. Do include any necessary import statements.
Display the plot directly, instead of saving into an HTML.
Do not use scatter plot to display any kind of percentage data.
You must import and start your Spark session if you use a Spark DataFrame.
Remember to ensure that your code does NOT include ""append"" anywhere, under any circumstance (use pd.concat instead).

Ensure that your code is correct.
{instruction}
","Given a pyspark DataFrame `df`, with the output columns:
{columns}

Write Python code to visualize the result of `df` using plotly:
1. Do any aggregation against `df` first, before converting the `df` to a pandas DataFrame. 
2. Make sure to use the exact column names of `df`.
3. Your code may NOT contain ""append"" anywhere. Instead of append, use pd.concat.
4. There is no need to install any package with pip. Do include any necessary import statements.
5. Display the plot directly, instead of saving into an HTML.
6. Do not use scatter plot to display any kind of percentage data.
7. You must import and start your Spark session with `spark = SparkSession.builder.getOrCreate()`.
8. It is forbidden to include old deprecated APIs in your code.
9. Ensure that your code is correct.

{instruction}",0.7419354838709680,172.0,134.0,"improves the prompt of plotting
",Specific
pyspark-ai/pyspark-ai_pyspark_ai/prompt.py,74dd8fc820141296befc64222e11780cce8ae6b9,"Add explanation of when to use SUM (#158)

This PR adds an explanation of when to use SUM vs. COUNT in the
transform prompt. This fixes examples like the following:

```
Question: How many home wins occured win the road games are larger than 3.0 but road win percentage is .000?
Expected query: SELECT `(Home wins)` FROM `1-1409106-2` WHERE `Road Win Pct.` = '.000' AND `ROAD games` > 3.0
Actual query: select count(`home wins`) from `spark_ai_temp_view_1928808132` where `road games` > 3.0 and `road win pct.` = '.000'
Expected result: ['0.0']
Actual result: ['1']
```",2023-10-17,"You are an assistant for writing professional Spark SQL queries. 
Given a question, you need to write a Spark SQL query to answer the question. The result is ALWAYS a Spark SQL query.
Always use the tool similar_value to find the correct filter value format, unless it's obvious.
Use the COUNT SQL function when the query asks for total number of some non-countable column.","You are an assistant for writing professional Spark SQL queries. 
Given a question, you need to write a Spark SQL query to answer the question. The result is ALWAYS a Spark SQL query.
Always use the tool similar_value to find the correct filter value format, unless it's obvious.
Use the COUNT SQL function when the query asks for total number of some non-countable column.
Use the SUM SQL function to accumulate the total number of countable column values.",0.9054054054054050,64.0,78.0,"This PR adds an explanation of when to use SUM vs. COUNT in the transform prompt.
",Specific
pyspark-ai/pyspark-ai_pyspark_ai/prompt.py,3edbe74df20f048a25fef258352cf12f0c6964aa,"Modify transform prompt depending if vector store is enabled (#163)

This PR sends a different prompt depending if vector store is enabled --
if disabled, the few shot prompt examples do not include similar_value
tool.

It also removes unnecessary column name info, since that is included in
the sample_values portion of the prompt.",2023-10-18,"Question: Given a Spark temp view `{view_name}` {comment}.
The dataframe contains the column names and types in this format:
column_name: type.
It's very important to ONLY use the verbatim column names in your resulting SQL query.

Here are the column names and types for your dataframe:
```
{columns}
```

Here are sample values from each column of the dataframe, to help you understand the columns.
The format will be (column_name: type, [sample_value_1, sample_value_2...])... 
Use these sample values to help you choose which columns to query.
{sample_vals}

Write a Spark SQL query to retrieve the following from view `{view_name}`: {desc}
{agent_scratchpad}","Question: Given a Spark temp view `{view_name}` {comment}.

Here are column names and sample values from each column, to help you understand the columns in the dataframe.
The format will be (column_name: type, [sample_value_1, sample_value_2...])... 
Use these column names and sample values to help you choose which columns to query.
It's very important to ONLY use the verbatim column_name in your resulting SQL query.
{sample_vals}

Write a Spark SQL query to retrieve the following from view `{view_name}`: {desc}
{agent_scratchpad}",0.6834170854271360,100.0,79.0,"Modify transform prompt depending if vector store is enabled
It also removes unnecessary column name info, since that is included in the sample_values portion of the prompt.
",Specific
pyspark-ai/pyspark-ai_pyspark_ai/prompt.py,1a882975eb34a7cf4921941d4c4974ba01fb0113,"Remove prompt about similar_value when tool not enabled (#172)

Remove the instruction to use `similar_value` tool when the tool is not
enabled. Also, reformat the sample vals and cols in prompt to fix
examples where agent tries to query `[column_name]: [type]`

For example: `[UNRESOLVED_COLUMN.WITH_SUGGESTION] A column or function
parameter with name 'U.S. viewers (millions): string' cannot be
resolved.`

Tested locally on wikisql examples and with existing tests.",2023-10-21,"Question: Given a Spark temp view `{view_name}` {comment}.

Here are column names and sample values from each column, to help you understand the columns in the dataframe.
The format will be (column_name: type, [sample_value_1, sample_value_2...])... 
Use these column names and sample values to help you choose which columns to query.
It's very important to ONLY use the verbatim column_name in your resulting SQL query.
{sample_vals}

Write a Spark SQL query to retrieve the following from view `{view_name}`: {desc}

{agent_scratchpad}","Question: Given a Spark temp view `{view_name}` {comment}.

Here are column names and sample values from each column, to help you understand the columns in the dataframe.
The format will be (column_name: type, [sample_value_1, sample_value_2...])... 
Use these column names and sample values to help you choose which columns to query.
It's very important to ONLY use the verbatim column_name in your resulting SQL query; DO NOT include the type.
{sample_vals}

Write a Spark SQL query to retrieve the following from view `{view_name}`: {desc}

{agent_scratchpad}",0.972972972972973,79.0,84.0,"Remove prompt about similar_value when tool not enabled
reformat the sample vals and cols in prompt
",Specific
IvanIsCoding/ResuLLMe_src/prompt_engineering/__init__.py,523bd3d925991c3579f5217365e38bbe8a08dab5,Add projects prompt,2023-04-02,"You are a career adviser at the Harvard Extension School. You are going to write a JSON resume section for an applicant applying for the following job post:
{JOB_POST_DESCRIPTION}

Consider the following CV:
{CV_TEXT}

Now consider the following JSON schema:
{
    ""awards"": [
        {
            ""title"": ""TreeHacks 2019 Best Future of Education Hack"",
            ""date"": ""February, 2019"",
            ""awarder"": ""Stanford University"",
            ""summary"": ""Our project to match students from the Los Angeles School District with mentors at Ivy League schools won the award.""
        },
        {
            ""title"": ""HackTech 2018 Best Retro Hack"",
            ""date"": ""July 2018"",
            ""awarder"": ""California Institute of Technology"",
            ""summary"": ""Our project to create a virtual reality version of the 1980s arcade game 'Pong' won the award.""
        }
    ]
}

Write the awards section according to the schema. Include only the awards section.","You are a career adviser at the Harvard Extension School. You are going to write a JSON resume section for an applicant applying for the following job post:
{JOB_POST_DESCRIPTION}

Consider the following CV:
{CV_TEXT}

Now consider the following JSON schema:
{
    ""awards"": [
        {
            ""title"": ""TreeHacks 2019 Best Future of Education Hack"",
            ""date"": ""February, 2019"",
            ""awarder"": ""Stanford University"",
            ""summary"": ""Our project to match students from the Los Angeles School District with mentors at Ivy League schools won the award.""
        },
        {
            ""title"": ""HackTech 2018 Best Retro Hack"",
            ""date"": ""July 2018"",
            ""awarder"": ""California Institute of Technology"",
            ""summary"": ""Our project to create a virtual reality version of the 1980s arcade game 'Pong' won the award.""
        }
    ]
}

Write the awards section according to the schema. Include only the awards section. On the response, include only the JSON.",0.9725490196078430,129.0,136.0,"Add projects prompt
",General
IvanIsCoding/ResuLLMe_src/prompt_engineering/__init__.py,e92ffafe24ec6ca1b4b421a6a91eacedab5a8cda,Add Skills prompt,2023-04-02,"You are a career adviser at the Harvard Extension School. You are going to write a JSON resume section for an applicant applying for the following job post:
{JOB_POST_DESCRIPTION}

Consider the following CV:
{CV_TEXT}

Now consider the following JSON schema:
{
    ""projects"": [
        {
            ""name"": ""Harvard Lisp Experimental Compiler"",
            ""description"": ""A compiler for the Lisp programming language written in Haskell for CS510 to try functional programming on embedded systems. The compiler is open soruce and has over 500 stars on Github."",
            ""keywords"": [""Haskell"", ""Lisp"", ""Embedded Systems"", ""Arduino""],
            ""url"": ""https://www.github.com/Harvard-SEAS-Alumn/hlec"",
        },
        {
            ""name"": ""New York Stock Exchange Arbtitrage Finder"",
            ""description"": ""A C++ program that finds arbitrage opportunities in the New York Stock Exchange using Bloomberg's API and low-latency network code."",
            ""keywords"": [""C++"", ""Bloomberg"", ""UDP"", ""Linux""],
            ""url"": ""https://github.com/Harvard-SEAS/nyse-arbitrage-finder"",
        }
    ]
}

Write the projects section according to the schema. Include only the most relevant projects to the job post on this section. On the response, include only the JSON.","You are a career advisor at the Harvard Extension School. You are going to write a JSON resume section for an applicant applying for the following job post:
{JOB_POST_DESCRIPTION}

Consider the following CV:
{CV_TEXT}

Now consider the following JSON schema:
{
    ""projects"": [
        {
            ""name"": ""Harvard Lisp Experimental Compiler"",
            ""description"": ""A compiler for the Lisp programming language written in Haskell for CS510 to try functional programming on embedded systems. The compiler is open soruce and has over 500 stars on Github."",
            ""keywords"": [""Haskell"", ""Lisp"", ""Embedded Systems"", ""Arduino""],
            ""url"": ""https://www.github.com/Harvard-SEAS-Alumn/hlec"",
        },
        {
            ""name"": ""New York Stock Exchange Arbtitrage Finder"",
            ""description"": ""A C++ program that finds arbitrage opportunities in the New York Stock Exchange using Bloomberg's API and low-latency network code."",
            ""keywords"": [""C++"", ""Bloomberg"", ""UDP"", ""Linux""],
            ""url"": ""https://github.com/Harvard-SEAS/nyse-arbitrage-finder"",
        }
    ]
}

Write the projects section according to the schema. Include only the most relevant projects to the job post on this section. On the response, include only the JSON.",0.9940476190476190,157.0,157.0,"Add Skills prompt
",General
IvanIsCoding/ResuLLMe_src/prompt_engineering/__init__.py,ad237053d13e59712fa042e2635ddbea3786b743,Improve skill extraction prompt,2023-04-02,"
You are a career adviser at the Harvard Extension School. You are going to write a JSON resume section for an applicant applying for job posts.

Consider the following CV:
{CV_TEXT}

Now consider the following JSON schema:
{
    ""skills"": [
        {
            ""name"": ""Programming Languages"",
            ""keywords"": [""C"", ""C++"", ""Java"", ""JavaScript"", ""Haskell"", ""Clojure""]
        },
        {
            ""name"": ""Frameworks""
            ""keywords"": [""React"", ""Vue"", ""Redux"", ""Spring"", ""Quarkus""]
        },
        {
            ""name"": ""Certifications"",
            ""keywords"": [""AWS Certified Solutions Architect"", ""AWS Certified Developer"", ""AWS Certified SysOps Administrator""]
        }
    ]
}

Write the skills section according to the schema. Include all skills, but only the ones present in the CV. On the response, include only the JSON.
","
You are a career adviser at the Harvard Extension School. You are going to write a JSON resume section for an applicant applying for job posts.

Consider the following CV:
{CV_TEXT}

Now consider the following JSON schema:
{
    ""skills"": [
        {
            ""name"": ""Programming Languages"",
            ""keywords"": [""C"", ""C++"", ""Java"", ""JavaScript"", ""Haskell"", ""Clojure""]
        },
        {
            ""name"": ""Frameworks""
            ""keywords"": [""React"", ""Vue"", ""Redux"", ""Spring"", ""Quarkus""]
        },
        {
            ""name"": ""Certifications"",
            ""keywords"": [""AWS Certified Solutions Architect"", ""AWS Certified Developer"", ""AWS Certified SysOps Administrator""]
        }
    ]
}

Notice that the schema is a list of skills. Each skill has a name and a list of keywords. This is extremely flexible, as the following is also valid:
{
    ""skills"": [
        {
            ""name"": ""Relevant Coursework"",
            ""keywords"": [""Econometrics"", ""Quantitative Political Science"", ""Applied Machine Learning for the Social Sciences"", ""Mathematical Finance""]
        },
        {
            ""name"": ""Computer Software""
            ""keywords"": [""Microsoft Excel"", ""Microsoft Word"", ""Microsoft Power Point"", ""Stata"", ""Matlab""]
        },
        {
            ""name"": ""Foreign Languages"",
            ""keywords"": [""French (Fluent)"", ""Chinese (Intermediate)"", ""Arabic (Beginner)""]
        }
    ]
}

Write the skills section according to the schema. Include all skills, but only the ones present in the CV. On the response, include only the JSON.
",0.7348484848484850,106.0,186.0,"Improve skill extraction prompt
",General
IvanIsCoding/ResuLLMe_src/prompt_engineering/__init__.py,7ee1aeab3669d7dd4e9c9b24411e8f925fde2d1c,Minor change in work prompt,2023-04-03,"You are a career adviser at the Harvard Extension School. You are going to write a JSON resume section for an applicant applying for job posts.

Consider the following CV:
<CV_TEXT>

Now consider the following JSON schema:
{
    ""work"": [
        {
            ""name"": ""Apple"",
            ""position"": ""Senior Software Engineer"",
            ""startDate"": ""January 2018"",
            ""endDate"": ""Present"",
            ""highlights"": [
                ""Developed a new feature for the Apple Watch that allows users to track their heart rate and sleep patterns, saving a famous twitter influencer from a heart attack"",
                ""Created the step counting feature in the Apple, leading to over a trillion steps being counted by the Apple Watch"",
                ""Made the Mickey Mouse watch face, putting a smile on the faces of millions of users""
            ]
        },
        {
            ""name"": ""Snap"",
            ""position"": ""Software Engineer"",
            ""startDate"": ""March 2014"",
            ""endDate"": ""December 2018"",
            ""highlights"": [
                ""Implemented the Snapchat Lens feature, allowing millions of users to add filters to their photos and videos"",
                ""Created the Snapchat Lens Studio, allowing users to create their own lenses"",
                ""Migrated the codebase after the acquisition of Bitstrips, smoothly integrating Bitmoji"",
                ""Met LeBron James and Drake, and got a shoutout from Drake on his Snapchat story""
            ]
        }
    ]
}

Notice that the schema is a list of work positions. Each work position is a JSON with the fields of name, position, startDate, endDate, and highlights. The higlights are a list of strings. 

This is extremely flexible, as the following is also valid work JSON:
{
    ""work"": [
        {
            ""name"": ""McKinsey & Company"",
            ""position"": ""Associate"",
            ""startDate"": ""January 2022"",
            ""endDate"": ""Present"",
            ""highlights"": [
                ""Consulting for ESG and sustainability for Fortune 500 companies"",
                ""Working in a dynamic team of 5 people""
            ]
        },
        {
            ""name"": ""Harvard University Alumni Association"",
            ""position"": ""Alumni Relations Associate"",
            ""startDate"": ""January 2021"",
            ""endDate"": ""December 2021"",
            ""highlights"": [
                ""Secured funding of over 5 million dollars for the Harvard Alumni Association in order to secure e-mail addresses of all Harvard alumni""
            ]
        },
        {
            ""name"": ""Phi Beta Kappa"",
            ""position"": ""President"",
            ""startDate"": ""January 2021"",
            ""endDate"": ""December 2021"",
            ""highlights"": [
                ""Organized community building events with members of the Cambridge community"",
                ""Chaired the Harvard pan-helenic council""
            ]
        }
    ]
}

Write the work section according to the schema. Include all work positions, but only the ones present in the CV. On the response, include only the JSON.","You are a career adviser at the Harvard Extension School. You are going to write a JSON resume section for an applicant applying for job posts.

Consider the following CV:
<CV_TEXT>

Now consider the following JSON schema:
{
    ""work"": [
        {
            ""company"": ""Apple"",
            ""position"": ""Senior Software Engineer"",
            ""startDate"": ""January 2018"",
            ""endDate"": ""Present"",
            ""highlights"": [
                ""Developed a new feature for the Apple Watch that allows users to track their heart rate and sleep patterns, saving a famous twitter influencer from a heart attack"",
                ""Created the step counting feature in the Apple, leading to over a trillion steps being counted by the Apple Watch"",
                ""Made the Mickey Mouse watch face, putting a smile on the faces of millions of users""
            ]
        },
        {
            ""company"": ""Snap"",
            ""position"": ""Software Engineer"",
            ""startDate"": ""March 2014"",
            ""endDate"": ""December 2018"",
            ""highlights"": [
                ""Implemented the Snapchat Lens feature, allowing millions of users to add filters to their photos and videos"",
                ""Created the Snapchat Lens Studio, allowing users to create their own lenses"",
                ""Migrated the codebase after the acquisition of Bitstrips, smoothly integrating Bitmoji"",
                ""Met LeBron James and Drake, and got a shoutout from Drake on his Snapchat story""
            ]
        }
    ]
}

Notice that the schema is a list of work positions. Each work position is a JSON with the fields of name, position, startDate, endDate, and highlights. The higlights are a list of strings. 

This is extremely flexible, as the following is also valid work JSON:
{
    ""work"": [
        {
            ""company"": ""McKinsey & Company"",
            ""position"": ""Associate"",
            ""startDate"": ""January 2022"",
            ""endDate"": ""Present"",
            ""highlights"": [
                ""Consulting for ESG and sustainability for Fortune 500 companies"",
                ""Working in a dynamic team of 5 people""
            ]
        },
        {
            ""company"": ""Harvard University Alumni Association"",
            ""position"": ""Alumni Relations Associate"",
            ""startDate"": ""January 2021"",
            ""endDate"": ""December 2021"",
            ""highlights"": [
                ""Secured funding of over 5 million dollars for the Harvard Alumni Association in order to secure e-mail addresses of all Harvard alumni""
            ]
        },
        {
            ""company"": ""Phi Beta Kappa"",
            ""position"": ""President"",
            ""startDate"": ""January 2021"",
            ""endDate"": ""December 2021"",
            ""highlights"": [
                ""Organized community building events with members of the Cambridge community"",
                ""Chaired the Harvard pan-helenic council""
            ]
        }
    ]
}

Write the work section according to the schema. Include all work positions, but only the ones present in the CV. On the response, include only the JSON.",0.9857549857549860,377.0,377.0,"Minor change in work prompt
",General
IvanIsCoding/ResuLLMe_src/prompt_engineering/__init__.py,5dcf6fca5c643c59f251a394f01905c2b23340e5,Minor changes to education prompt,2023-04-03,"You are a career advisor at the Harvard Extension School. You are going to write a JSON resume section for an applicant applying for job posts.

Consider the following CV:
<CV_TEXT>

Now consider the following JSON schema:
{
    ""education"": [
        {
            ""institution"": ""Harvard University"",
            ""area"": ""Computer Science"",
            ""studyType"": ""Master's of Science"",
            ""startDate"": ""2011-01-01"",
            ""endDate"": ""2013-01-01"",
            ""score"": ""4.0""
        },
        {
            ""institution"": ""University of California, Los Angeles"",
            ""area"": ""Computer Science"",
            ""studyType"": ""Bachelor of Science"",
            ""startDate"": ""2006-01-01"",
            ""endDate"": ""2010-01-01"",
            ""score"": ""3.25""
        }
    ]
}

Write the education section according to the schema. On the response, include only the JSON.","You are a career advisor at the Harvard Extension School. You are going to write a JSON resume section for an applicant applying for job posts.

Consider the following CV:
<CV_TEXT>

Now consider the following JSON schema:
{
    ""education"": [
        {
            ""institution"": ""Harvard University"",
            ""area"": ""Computer Science"",
            ""studyType"": ""Master's of Science"",
            ""startDate"": ""January 2011"",
            ""endDate"": ""December 2012"",
            ""score"": ""4.0"",
            ""location"": ""Cambridge, MA""
        },
        {
            ""institution"": ""University of California, Los Angeles"",
            ""area"": ""Computer Science"",
            ""studyType"": ""Bachelor of Science"",
            ""startDate"": ""September 2005"",
            ""endDate"": ""June 2009"",
            ""score"": ""3.25"",
            ""location"": ""Los Angeles, CA""
        }
    ]
}

Write the education section according to the schema. On the response, include only the JSON.",0.8768472906403940,96.0,107.0,"Minor changes to education prompt
",General
